Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,Longitude,Latitude,Location
2019,602,108776,108776,138 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98906,-37.81164,"-37.81164, 144.98906"
2019,602,108778,108778,132-134 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98904,-37.81176,"-37.81176, 144.98904"
2019,603,104498,104498,1-11 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,8,144.99049,-37.81261,"-37.81261, 144.99049"
2019,603,104502,104502,21-23 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99007,-37.81259,"-37.81259, 144.99007"
2019,603,104862,104862,1173-1177 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Private,5,144.99044,-37.81334,"-37.81334, 144.99044"
2019,604,104305,104305,21 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98993,-37.81379,"-37.81379, 144.98993"
2019,604,104307,104307,27 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98981,-37.81378,"-37.81378, 144.98981"
2019,604,104309,104309,31-37 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,8,144.98953,-37.81375,"-37.81375, 144.98953"
2019,604,104310,104310,41-43 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,4,144.9893,-37.81368,"-37.81368, 144.9893"
2019,604,104312,104312,49 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98905,-37.81365,"-37.81365, 144.98905"
2019,604,104319,104319,63 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98854,-37.81357,"-37.81357, 144.98854"
2019,604,104851,104851,1143 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99024,-37.81426,"-37.81426, 144.99024"
2019,604,104856,104856,1157 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9903,-37.81393,"-37.81393, 144.9903"
2019,604,104858,104858,1161 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.99032,-37.81382,"-37.81382, 144.99032"
2019,604,104999,104999,54 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98849,-37.81422,"-37.81422, 144.98849"
2019,604,105001,105001,50 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98896,-37.81415,"-37.81415, 144.98896"
2019,604,105004,105004,32-34 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98949,-37.81421,"-37.81421, 144.98949"
2019,604,105005,105005,24-30 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,8,144.98966,-37.81422,"-37.81422, 144.98966"
2019,604,105006,105006,20-22 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,4,144.98982,-37.81424,"-37.81424, 144.98982"
2019,604,105007,105007,18 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9899,-37.81435,"-37.81435, 144.9899"
2019,605,104290,104290,54-60 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98855,-37.8154,"-37.8154, 144.98855"
2019,605,104293,104293,48 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98885,-37.81532,"-37.81532, 144.98885"
2019,605,104295,104295,42 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98907,-37.81523,"-37.81523, 144.98907"
2019,605,104297,104297,32-38 George Street EAST MELBOURNE 3002,East Melbourne,Residential,3,144.98924,-37.81536,"-37.81536, 144.98924"
2019,605,104301,104301,16-18 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98973,-37.81549,"-37.81549, 144.98973"
2019,605,104844,104844,1111 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.99004,-37.81525,"-37.81525, 144.99004"
2019,605,104846,104846,1115 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.99005,-37.81515,"-37.81515, 144.99005"
2019,605,104938,104938,43 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98903,-37.81488,"-37.81488, 144.98903"
2019,605,104942,104942,51 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98877,-37.81484,"-37.81484, 144.98877"
2019,605,108784,108784,72-74 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98847,-37.81478,"-37.81478, 144.98847"
2019,606,104104,104104,9-11 Garden Avenue EAST MELBOURNE 3002,East Melbourne,Private,4,144.98855,-37.81608,"-37.81608, 144.98855"
2019,606,104234,104234,21-27 George Street EAST MELBOURNE 3002,East Melbourne,Private,10,144.98936,-37.81603,"-37.81603, 144.98936"
2019,606,104837,104837,1089 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98991,-37.816,"-37.816, 144.98991"
2019,606,104838,104838,1091 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98992,-37.81594,"-37.81594, 144.98992"
2019,606,104839,104839,1093 Hoddle Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98993,-37.81588,"-37.81588, 144.98993"
2019,606,108796,108796,18 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98822,-37.81615,"-37.81615, 144.98822"
2019,606,110012,110012,56-70 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,14,144.98825,-37.81639,"-37.81639, 144.98825"
2019,606,110015,110015,12-18 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,3,144.98947,-37.81664,"-37.81664, 144.98947"
2019,607,104249,104249,121 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98637,-37.8157,"-37.8157, 144.98637"
2019,607,104252,104252,129-131 George Street EAST MELBOURNE 3002,East Melbourne,Residential,3,144.98613,-37.81561,"-37.81561, 144.98613"
2019,607,104253,104253,133-135 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98602,-37.8156,"-37.8156, 144.98602"
2019,607,107691,107691,16-24 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,10,144.98571,-37.81573,"-37.81573, 144.98571"
2019,607,107693,107693,12 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98573,-37.81596,"-37.81596, 144.98573"
2019,607,108729,108729,13 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9875,-37.81617,"-37.81617, 144.9875"
2019,607,108731,108731,17 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98758,-37.81604,"-37.81604, 144.98758"
2019,607,110003,110003,94-96 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,16,144.98693,-37.81624,"-37.81624, 144.98693"
2019,608,104276,104276,130-134 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98609,-37.81513,"-37.81513, 144.98609"
2019,608,104278,104278,116-118 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98659,-37.81507,"-37.81507, 144.98659"
2019,608,104285,104285,84 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98751,-37.8153,"-37.8153, 144.98751"
2019,608,104287,104287,80 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98767,-37.81532,"-37.81532, 144.98767"
2019,608,104944,104944,67-71 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98791,-37.81461,"-37.81461, 144.98791"
2019,608,104947,104947,81-83 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98758,-37.81458,"-37.81458, 144.98758"
2019,608,104953,104953,101 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98699,-37.81459,"-37.81459, 144.98699"
2019,608,104959,104959,119-121 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98631,-37.81452,"-37.81452, 144.98631"
2019,608,107686,107686,56-60 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98593,-37.81471,"-37.81471, 144.98593"
2019,608,108735,108735,53 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98768,-37.8151,"-37.8151, 144.98768"
2019,608,108736,108736,55 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98768,-37.81505,"-37.81505, 144.98768"
2019,608,108740,108740,63 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98772,-37.81482,"-37.81482, 144.98772"
2019,608,108741,108741,65 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98773,-37.81476,"-37.81476, 144.98773"
2019,608,111203,111203,120-126 George Street EAST MELBOURNE 3002,East Melbourne,Private,3,144.98638,-37.81505,"-37.81505, 144.98638"
2019,609,104320,104320,75-77 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,4,144.9879,-37.8135,"-37.8135, 144.9879"
2019,609,104322,104322,81 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98764,-37.81364,"-37.81364, 144.98764"
2019,609,104323,104323,83-87 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98757,-37.81352,"-37.81352, 144.98757"
2019,609,104327,104327,109-113 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98694,-37.81344,"-37.81344, 144.98694"
2019,609,104328,104328,115-119 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98679,-37.81343,"-37.81343, 144.98679"
2019,609,104329,104329,121 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98668,-37.81341,"-37.81341, 144.98668"
2019,609,104330,104330,123 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.9866,-37.81341,"-37.81341, 144.9866"
2019,609,104986,104986,116 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98645,-37.81387,"-37.81387, 144.98645"
2019,609,104992,104992,94-96 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98728,-37.81395,"-37.81395, 144.98728"
2019,609,104994,104994,86-90 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,18,144.98751,-37.81398,"-37.81398, 144.98751"
2019,609,107669,107669,110 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98611,-37.81322,"-37.81322, 144.98611"
2019,609,107675,107675,98 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98605,-37.81355,"-37.81355, 144.98605"
2019,609,107677,107677,94 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98603,-37.81367,"-37.81367, 144.98603"
2019,609,107679,107679,90 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98601,-37.81378,"-37.81378, 144.98601"
2019,610,104351,104351,86 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98676,-37.81281,"-37.81281, 144.98676"
2019,610,104352,104352,84 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,3,144.98685,-37.81282,"-37.81282, 144.98685"
2019,610,104354,104354,76-78 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98707,-37.81284,"-37.81284, 144.98707"
2019,610,104355,104355,74 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98716,-37.81286,"-37.81286, 144.98716"
2019,610,104357,104357,70 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98731,-37.81287,"-37.81287, 144.98731"
2019,610,104359,104359,58-64 Gipps Street EAST MELBOURNE 3002,East Melbourne,Private,11,144.98758,-37.8129,"-37.8129, 144.98758"
2019,610,104360,104360,56 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98772,-37.81291,"-37.81291, 144.98772"
2019,610,104362,104362,50-52 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98784,-37.81303,"-37.81303, 144.98784"
2019,610,104509,104509,43 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98794,-37.81238,"-37.81238, 144.98794"
2019,610,104512,104512,49 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98775,-37.81245,"-37.81245, 144.98775"
2019,610,104514,104514,53-59 Grey Street EAST MELBOURNE 3002,East Melbourne,Residential,14,144.98755,-37.81242,"-37.81242, 144.98755"
2019,610,107658,107658,140 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98633,-37.81226,"-37.81226, 144.98633"
2019,610,107660,107660,136 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98631,-37.81239,"-37.81239, 144.98631"
2019,610,107665,107665,124 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98625,-37.8127,"-37.8127, 144.98625"
2019,610,108755,108755,137 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9881,-37.81269,"-37.81269, 144.9881"
2019,610,108756,108756,139 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98811,-37.81265,"-37.81265, 144.98811"
2019,610,108757,108757,141 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98811,-37.81259,"-37.81259, 144.98811"
2019,612,100364,100364,134 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98677,-37.81041,"-37.81041, 144.98677"
2019,612,100369,100369,116-120 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,10,144.98725,-37.81053,"-37.81053, 144.98725"
2019,612,100372,100372,92-98 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,12,144.98789,-37.81052,"-37.81052, 144.98789"
2019,612,107649,107649,170 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98658,-37.81018,"-37.81018, 144.98658"
2019,612,107656,107656,156 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98651,-37.81058,"-37.81058, 144.98651"
2019,612,108761,108761,171 Simpson Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98848,-37.81045,"-37.81045, 144.98848"
2019,612,109634,109634,482 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98755,-37.80992,"-37.80992, 144.98755"
2019,612,109640,109640,460 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98689,-37.80993,"-37.80993, 144.98689"
2019,612,109641,109641,458 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,5,144.98678,-37.80992,"-37.80992, 144.98678"
2019,613,100363,100363,204-208 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,11,144.98433,-37.81014,"-37.81014, 144.98433"
2019,613,102002,102002,214-222 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,13,144.98412,-37.80978,"-37.80978, 144.98412"
2019,613,102003,102003,208-212 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,4,144.984,-37.80997,"-37.80997, 144.984"
2019,613,102003,102003,208-212 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,5,144.984,-37.80997,"-37.80997, 144.984"
2019,613,593695,109643,158 Albert Street EAST MELBOURNE 3002,East Melbourne,Commercial,60,144.98562,-37.81005,"-37.81005, 144.98562"
2019,613,593695,109643,158 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,198,144.98562,-37.81005,"-37.81005, 144.98562"
2019,613,111307,111307,210-214 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,10,144.98411,-37.81023,"-37.81023, 144.98411"
2019,614,102005,102005,162-198 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Private,35,144.98419,-37.81107,"-37.81107, 144.98419"
2019,614,107644,107644,171 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98567,-37.8111,"-37.8111, 144.98567"
2019,614,107645,107645,173 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98574,-37.81105,"-37.81105, 144.98574"
2019,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,112,144.9841,-37.81228,"-37.81228, 144.9841"
2019,615,104347,104347,110-124 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98541,-37.81276,"-37.81276, 144.98541"
2019,615,104527,104527,115-117 Grey Street EAST MELBOURNE 3002,East Melbourne,Private,2,144.9855,-37.81208,"-37.81208, 144.9855"
2019,615,107641,107641,139-143 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98565,-37.8121,"-37.8121, 144.98565"
2019,616,102006,102006,84-122 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,5,144.98369,-37.81332,"-37.81332, 144.98369"
2019,616,104339,104339,167 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98497,-37.81322,"-37.81322, 144.98497"
2019,616,104341,104341,171-173 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98481,-37.81322,"-37.81322, 144.98481"
2019,616,104342,104342,177-179 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98468,-37.8132,"-37.8132, 144.98468"
2019,616,104343,104343,181-189 Gipps Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98447,-37.81318,"-37.81318, 144.98447"
2019,616,104973,104973,170 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98467,-37.81366,"-37.81366, 144.98467"
2019,617,102011,102011,60-66 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,10,144.98323,-37.8145,"-37.8145, 144.98323"
2019,617,102012,102012,44-58 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,23,144.98317,-37.81477,"-37.81477, 144.98317"
2019,617,104268,104268,190 George Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98375,-37.81484,"-37.81484, 144.98375"
2019,617,104274,104274,168-174 George Street EAST MELBOURNE 3002,East Melbourne,Residential,8,144.9847,-37.81486,"-37.81486, 144.9847"
2019,617,104961,104961,153-155 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98514,-37.81432,"-37.81432, 144.98514"
2019,617,104963,104963,157 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.985,-37.81432,"-37.81432, 144.985"
2019,617,104964,104964,161-163 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98478,-37.81441,"-37.81441, 144.98478"
2019,617,104965,104965,165-169 Hotham Street EAST MELBOURNE 3002,East Melbourne,Residential,13,144.98455,-37.81438,"-37.81438, 144.98455"
2019,617,107625,107625,51-57 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98506,-37.81477,"-37.81477, 144.98506"
2019,618,104256,104256,179-183 George Street EAST MELBOURNE 3002,East Melbourne,Residential,10,144.98438,-37.81539,"-37.81539, 144.98438"
2019,618,104261,104261,203 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98363,-37.81536,"-37.81536, 144.98363"
2019,618,104264,104264,209 George Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98342,-37.81533,"-37.81533, 144.98342"
2019,618,107624,107624,33-37 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,12,144.98496,-37.81538,"-37.81538, 144.98496"
2019,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,225,144.9835,-37.81582,"-37.81582, 144.9835"
2019,618,109995,109995,162-168 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Residential,74,144.98451,-37.81594,"-37.81594, 144.98451"
2019,620,109649,109649,352-358 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,2,144.98339,-37.80944,"-37.80944, 144.98339"
2019,620,109650,109650,346-348 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98316,-37.80941,"-37.80941, 144.98316"
2019,620,109651,109651,338-344 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,15,144.98294,-37.80952,"-37.80952, 144.98294"
2019,621,100353,100353,372-380 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,61,144.9787,-37.80964,"-37.80964, 144.9787"
2019,621,100356,100356,346-362 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,12,144.97946,-37.8096,"-37.8096, 144.97946"
2019,621,100358,100358,330-336 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,21,144.98003,-37.80966,"-37.80966, 144.98003"
2019,621,109654,109654,256-278 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,30,144.98056,-37.80926,"-37.80926, 144.98056"
2019,621,109656,109656,224-230 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,60,144.97942,-37.80914,"-37.80914, 144.97942"
2019,621,109657,109657,216-222 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,50,144.9792,-37.80911,"-37.80911, 144.9792"
2019,621,110640,110640,322-328 Albert Street EAST MELBOURNE 3002,East Melbourne,Residential,27,144.98038,-37.80965,"-37.80965, 144.98038"
2019,621,567856,567856,232-238 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,9,144.97964,-37.80916,"-37.80916, 144.97964"
2019,644,100339,100339,478-484 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,19,144.97468,-37.80907,"-37.80907, 144.97468"
2019,644,104368,104368,446-476 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,80,144.97517,-37.80897,"-37.80897, 144.97517"
2019,644,106917,106917,1-4 Nicholson Street EAST MELBOURNE 3002,East Melbourne,Private,55,144.97352,-37.80899,"-37.80899, 144.97352"
2019,646,100344,100344,404 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,5,144.97743,-37.80938,"-37.80938, 144.97743"
2019,646,100345,100345,402 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,4,144.97752,-37.80939,"-37.80939, 144.97752"
2019,646,100349,100349,394 Albert Street EAST MELBOURNE 3002,East Melbourne,Private,1,144.97779,-37.80949,"-37.80949, 144.97779"
2019,646,105429,105429,15-17 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Private,8,144.97803,-37.80929,"-37.80929, 144.97803"
2019,646,105430,105430,19 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Private,2,144.9781,-37.80916,"-37.80916, 144.9781"
2019,646,109660,109660,180-184 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,4,144.97789,-37.80895,"-37.80895, 144.97789"
2019,646,638520,638520,146-152 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,5,144.97694,-37.80876,"-37.80876, 144.97694"
2019,650,110660,101782,7 Lansdowne Street EAST MELBOURNE 3002,East Melbourne,Private,12,144.97692,-37.81028,"-37.81028, 144.97692"
2019,651,565541,101779,2 St Andrews Place EAST MELBOURNE 3002,East Melbourne,Private,118,144.9774,-37.81152,"-37.81152, 144.9774"
2019,651,101781,101781,65-75 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Private,11,144.97584,-37.81109,"-37.81109, 144.97584"
2019,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Private,45,144.97651,-37.81131,"-37.81131, 144.97651"
2019,652,106291,109542,1 MacArthur Street EAST MELBOURNE 3002,East Melbourne,Private,80,144.97567,-37.8128,"-37.8128, 144.97567"
2019,655,110021,110021,207-221 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,49,144.97747,-37.81666,"-37.81666, 144.97747"
2019,655,110022,110022,8-24 Wellington Crescent EAST MELBOURNE 3002,East Melbourne,Residential,18,144.97744,-37.8172,"-37.8172, 144.97744"
2019,655,619141,619141,33 Cliveden Close EAST MELBOURNE 3002,East Melbourne,Residential,33,144.97671,-37.81712,"-37.81712, 144.97671"
2019,656,100249,100249,17-19 Agnes Street EAST MELBOURNE 3002,East Melbourne,Private,7,144.97965,-37.81792,"-37.81792, 144.97965"
2019,656,100250,100250,21-23 Agnes Street EAST MELBOURNE 3002,East Melbourne,Residential,4,144.97967,-37.81783,"-37.81783, 144.97967"
2019,656,100252,100252,33-41 Agnes Street EAST MELBOURNE 3002,East Melbourne,Private,20,144.97972,-37.81751,"-37.81751, 144.97972"
2019,656,100253,100253,43 Agnes Street EAST MELBOURNE 3002,East Melbourne,Private,13,144.97974,-37.81738,"-37.81738, 144.97974"
2019,656,100254,100254,45 Agnes Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.97976,-37.81731,"-37.81731, 144.97976"
2019,656,100259,100259,57-59 Agnes Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.9798,-37.81702,"-37.81702, 144.9798"
2019,656,101870,101870,58 Charles Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.9814,-37.81723,"-37.81723, 144.9814"
2019,656,105126,105126,128-138 Jolimont Road EAST MELBOURNE 3002,East Melbourne,Private,26,144.97919,-37.8175,"-37.8175, 144.97919"
2019,656,105127,105127,124-126 Jolimont Road EAST MELBOURNE 3002,East Melbourne,Private,4,144.97916,-37.81769,"-37.81769, 144.97916"
2019,656,105128,105128,112-122 Jolimont Road EAST MELBOURNE 3002,East Melbourne,Private,31,144.97913,-37.81787,"-37.81787, 144.97913"
2019,656,105134,105134,82-84 Jolimont Street EAST MELBOURNE 3002,East Melbourne,Private,9,144.97999,-37.81823,"-37.81823, 144.97999"
2019,656,105141,105141,54-60 Jolimont Street EAST MELBOURNE 3002,East Melbourne,Private,23,144.98087,-37.81826,"-37.81826, 144.98087"
2019,656,105145,105145,42 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98151,-37.81841,"-37.81841, 144.98151"
2019,656,105146,105146,36-38 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,7,144.98152,-37.81822,"-37.81822, 144.98152"
2019,656,105147,105147,32-34 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Private,5,144.98146,-37.81809,"-37.81809, 144.98146"
2019,656,105152,105152,22 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98154,-37.81764,"-37.81764, 144.98154"
2019,656,105153,105153,20 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98155,-37.81757,"-37.81757, 144.98155"
2019,656,105155,105155,16 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,3,144.98158,-37.81745,"-37.81745, 144.98158"
2019,656,105158,105158,2-10 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,Residential,15,144.98179,-37.81706,"-37.81706, 144.98179"
2019,656,107137,107137,9-15 Palmer Street EAST MELBOURNE 3002,East Melbourne,Residential,6,144.98073,-37.81778,"-37.81778, 144.98073"
2019,656,109984,109984,95-111 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,14,144.98066,-37.81717,"-37.81717, 144.98066"
2019,657,101073,101073,48 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98904,-37.81807,"-37.81807, 144.98904"
2019,657,101074,101074,46 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98903,-37.81814,"-37.81814, 144.98903"
2019,657,101077,101077,40 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.989,-37.81832,"-37.81832, 144.989"
2019,657,101079,101079,34 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98898,-37.81846,"-37.81846, 144.98898"
2019,657,101080,101080,32 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98898,-37.81851,"-37.81851, 144.98898"
2019,657,101083,101083,24-26 Berry Street EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98894,-37.81868,"-37.81868, 144.98894"
2019,657,109585,109585,78-80 Vale Street EAST MELBOURNE 3002,East Melbourne,Residential,3,144.9879,-37.81881,"-37.81881, 144.9879"
2019,657,109590,109590,24 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98888,-37.81913,"-37.81913, 144.98888"
2019,657,109977,109977,39 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98867,-37.81765,"-37.81765, 144.98867"
