Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,Longitude,Latitude,Location
2019,657,109981,109981,47 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,2,144.98837,-37.81762,"-37.81762, 144.98837"
2019,657,618668,618668,48-50 Vale Street South EAST MELBOURNE 3002,East Melbourne,Residential,1,144.98814,-37.81911,"-37.81911, 144.98814"
2019,659,614000,100847,Rod Laver Arena Melbourne Park 200 Batman Avenue MELBOURNE VIC 3004,Melbourne (Remainder),Private,200,144.97904,-37.82134,"-37.82134, 144.97904"
2019,710,108621,108621,393-401 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,16,144.97603,-37.83571,"-37.83571, 144.97603"
2019,710,108624,108624,407A St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,2,144.97618,-37.83615,"-37.83615, 144.97618"
2019,720,108627,108627,415-421 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Commercial,98,144.97704,-37.83775,"-37.83775, 144.97704"
2019,720,108627,108627,415-421 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,374,144.97704,-37.83775,"-37.83775, 144.97704"
2019,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,6,144.98152,-37.84747,"-37.84747, 144.98152"
2019,724,108648,108648,545-547 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,14,144.98015,-37.84634,"-37.84634, 144.98015"
2019,729,110346,110346,73-79 Whiteman Street SOUTHBANK VIC 3006,Southbank,Residential,226,144.95635,-37.82664,"-37.82664, 144.95635"
2019,729,110486,110486,Vue Grande Apartments 61-67 Whiteman Street SOUTHBANK VIC 3006,Southbank,Residential,345,144.95685,-37.82606,"-37.82606, 144.95685"
2019,730,110400,110400,322-332 City Road SOUTHBANK VIC 3006,Southbank,Private,9,144.95764,-37.82756,"-37.82756, 144.95764"
2019,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Private,5,144.95735,-37.82784,"-37.82784, 144.95735"
2019,730,110402,110402,344 City Road SOUTHBANK VIC 3006,Southbank,Private,22,144.95712,-37.82794,"-37.82794, 144.95712"
2019,730,110472,110472,61-63 Haig Street SOUTHBANK VIC 3006,Southbank,Residential,104,144.95679,-37.82775,"-37.82775, 144.95679"
2019,732,110373,110373,The Bank Apartments 269-283 City Road SOUTHBANK VIC 3006,Southbank,Residential,252,144.95903,-37.8273,"-37.8273, 144.95903"
2019,732,110375,110375,285-291 City Road SOUTHBANK VIC 3006,Southbank,Residential,60,144.95878,-37.82743,"-37.82743, 144.95878"
2019,732,110376,110376,293-297 City Road SOUTHBANK VIC 3006,Southbank,Private,23,144.95878,-37.82763,"-37.82763, 144.95878"
2019,732,110460,110460,33 Hancock Street SOUTHBANK VIC 3006,Southbank,Private,4,144.95913,-37.82791,"-37.82791, 144.95913"
2019,732,110483,110483,127-135 Clarendon Street SOUTHBANK VIC 3006,Southbank,Private,204,144.95914,-37.82829,"-37.82829, 144.95914"
2019,733,110399,110399,105-107 Clarendon Street SOUTHBANK VIC 3006,Southbank,Private,45,144.95826,-37.82713,"-37.82713, 144.95826"
2019,734,110459,110459,15-17 Hancock Street SOUTHBANK VIC 3006,Southbank,Private,10,144.95996,-37.82768,"-37.82768, 144.95996"
2019,734,110635,110635,42-48 Moray Street SOUTHBANK VIC 3006,Southbank,Private,14,144.96041,-37.82755,"-37.82755, 144.96041"
2019,735,110630,110630,9-15 Moray Street SOUTHBANK VIC 3006,Southbank,Private,10,144.96085,-37.82685,"-37.82685, 144.96085"
2019,736,110412,110412,127-129 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Commercial,60,144.96203,-37.8266,"-37.8266, 144.96203"
2019,737,110406,110406,State Coronial Services Centre of Victoria 57-83 Kavanagh Street SOUTHBANK VIC 3006,Southbank,Private,55,144.96479,-37.8247,"-37.8247, 144.96479"
2019,738,110623,110623,168-172 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,36,144.96605,-37.82567,"-37.82567, 144.96605"
2019,740,110443,110443,151-169 Kings Way SOUTHBANK VIC 3006,Southbank,Private,7,144.96381,-37.82872,"-37.82872, 144.96381"
2019,740,559375,559375,Mercedes Benz Melbourne 135-149 Kings Way SOUTHBANK VIC 3006,Southbank,Private,143,144.96355,-37.82796,"-37.82796, 144.96355"
2019,741,110613,110613,131-139 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,8,144.96686,-37.82744,"-37.82744, 144.96686"
2019,741,110614,110614,141-151 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,12,144.96679,-37.8277,"-37.8277, 144.96679"
2019,741,110615,110615,153-159 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,21,144.96672,-37.82792,"-37.82792, 144.96672"
2019,742,110426,110426,90-104 Wells Street SOUTHBANK VIC 3006,Southbank,Residential,163,144.96798,-37.82792,"-37.82792, 144.96798"
2019,744,110618,110618,211-229 Sturt Street SOUTHBANK VIC 3006,Southbank,Residential,175,144.96618,-37.82969,"-37.82969, 144.96618"
2019,745,637362,637362,264-274 Sturt Street SOUTHBANK VIC 3006,Southbank,Private,100,144.9648,-37.82933,"-37.82933, 144.9648"
2019,746,110448,110437,95 Coventry Street SOUTHBANK VIC 3006,Southbank,Private,44,144.96623,-37.83069,"-37.83069, 144.96623"
2019,747,110457,110457,Global Television Studios 49-61 Coventry Street SOUTHBANK VIC 3006,Southbank,Private,14,144.96872,-37.83002,"-37.83002, 144.96872"
2019,748,108658,108658,312-318 St Kilda Road SOUTHBANK VIC 3006,Southbank,Commercial,240,144.97069,-37.82909,"-37.82909, 144.97069"
2019,748,108659,108659,320-322 St Kilda Road SOUTHBANK VIC 3006,Southbank,Residential,80,144.97069,-37.82941,"-37.82941, 144.97069"
2019,748,108660,108660,324-330 St Kilda Road SOUTHBANK VIC 3006,Southbank,Private,66,144.97069,-37.82964,"-37.82964, 144.97069"
2019,748,110433,110433,Eight Apartments 6-8 Dorcas Street SOUTHBANK VIC 3006,Southbank,Residential,221,144.97018,-37.82985,"-37.82985, 144.97018"
2019,748,110454,110454,31 Coventry Street SOUTHBANK VIC 3006,Southbank,Private,10,144.9698,-37.82945,"-37.82945, 144.9698"
2019,749,108657,108657,Victoria Barracks Melbourne 256-310 St Kilda Road SOUTHBANK VIC 3006,Southbank,Private,300,144.96982,-37.82754,"-37.82754, 144.96982"
2019,751,108654,108654,University of Melbourne Southbank Campus 204-234 St Kilda Road SOUTHBANK VIC 3006,Southbank,Private,6,144.96941,-37.82453,"-37.82453, 144.96941"
2019,753,110378,110380,St Johns Lutheran Church Southgate 16-24 City Road SOUTHBANK VIC 3006,Southbank,Private,20,144.9663,-37.82072,"-37.82072, 144.9663"
2019,753,110607,110607,Quay West Apartments 24-26 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Residential,56,144.96711,-37.82038,"-37.82038, 144.96711"
2019,753,110608,110608,28-32 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Residential,108,144.96747,-37.82067,"-37.82067, 144.96747"
2019,759,108634,108634,455-457 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,114,144.97801,-37.84041,"-37.84041, 144.97801"
2019,760,108636,108636,469-471 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Residential,231,144.97839,-37.84143,"-37.84143, 144.97839"
2019,760,108638,108638,477-479 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,204,144.97856,-37.84188,"-37.84188, 144.97856"
2019,760,108641,108641,493-495 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Private,91,144.97892,-37.84293,"-37.84293, 144.97892"
2019,772,110529,110529,81-83 Lorimer Street DOCKLANDS 3008,Docklands,Private,35,144.94214,-37.8246,"-37.8246, 144.94214"
2019,772,110531,110531,95-97 Lorimer Street DOCKLANDS 3008,Docklands,Private,15,144.94079,-37.82413,"-37.82413, 144.94079"
2019,773,560261,560261,50-56 Lorimer Street DOCKLANDS 3008,Docklands,Residential,250,144.94748,-37.82484,"-37.82484, 144.94748"
2019,773,560266,560266,58-70 Lorimer Street DOCKLANDS 3008,Docklands,Residential,356,144.94629,-37.82485,"-37.82485, 144.94629"
2019,773,627683,627683,47 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,1,144.93821,-37.82271,"-37.82271, 144.93821"
2019,773,627685,627685,8 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93815,-37.82287,"-37.82287, 144.93815"
2019,773,627688,627688,2 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93809,-37.82303,"-37.82303, 144.93809"
2019,773,627691,627691,56 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93776,-37.8223,"-37.8223, 144.93776"
2019,773,627694,627694,5 Foundry Way DOCKLANDS 3008,Docklands,Residential,2,144.93772,-37.82285,"-37.82285, 144.93772"
2019,773,627697,627697,49 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93781,-37.82262,"-37.82262, 144.93781"
2019,773,627702,627702,1 Barring Mews DOCKLANDS 3008,Docklands,Residential,1,144.93842,-37.8231,"-37.8231, 144.93842"
2019,773,627707,627707,51 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93753,-37.82259,"-37.82259, 144.93753"
2019,773,627711,627711,4 Stokehold Mews DOCKLANDS 3008,Docklands,Residential,1,144.93737,-37.82283,"-37.82283, 144.93737"
2019,773,627713,627713,32 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93935,-37.82266,"-37.82266, 144.93935"
2019,773,627714,627714,34 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93923,-37.82264,"-37.82264, 144.93923"
2019,773,627715,627715,36 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93913,-37.82261,"-37.82261, 144.93913"
2019,773,627721,627721,41 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93882,-37.82289,"-37.82289, 144.93882"
2019,773,632854,632854,118-122 Lorimer Street DOCKLANDS 3008,Docklands,Private,25,144.94064,-37.82301,"-37.82301, 144.94064"
2019,773,637395,637395,66 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93709,-37.82215,"-37.82215, 144.93709"
2019,773,637397,637397,70 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,4,144.93687,-37.8221,"-37.8221, 144.93687"
2019,773,637400,637400,59 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93702,-37.82252,"-37.82252, 144.93702"
2019,773,637403,637403,65 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.9368,-37.82247,"-37.82247, 144.9368"
2019,773,637404,637404,8 Riggers Place DOCKLANDS 3008,Docklands,Residential,2,144.93672,-37.82245,"-37.82245, 144.93672"
2019,773,637406,637406,156 Lorimer Street DOCKLANDS 3008,Docklands,Residential,2,144.93676,-37.82271,"-37.82271, 144.93676"
2019,773,637407,637407,154 Lorimer Street DOCKLANDS 3008,Docklands,Residential,2,144.93686,-37.82273,"-37.82273, 144.93686"
2019,773,637414,637414,22 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,4,144.94001,-37.82282,"-37.82282, 144.94001"
2019,773,637419,637419,21 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93987,-37.82314,"-37.82314, 144.93987"
2019,773,637423,637423,29 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93957,-37.82307,"-37.82307, 144.93957"
2019,773,637424,637424,31 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.9395,-37.82306,"-37.82306, 144.9395"
2019,773,637426,637426,132 Lorimer Street DOCKLANDS 3008,Docklands,Residential,2,144.93936,-37.82325,"-37.82325, 144.93936"
2019,773,637430,637430,124 Lorimer Street DOCKLANDS 3008,Docklands,Residential,2,144.93978,-37.82335,"-37.82335, 144.93978"
2019,773,611696,665148,92-102 Lorimer Street DOCKLANDS 3008,Docklands,Residential,331,144.9432,-37.82431,"-37.82431, 144.9432"
2019,773,677814,677814,204-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93575,-37.8217,"-37.8217, 144.93575"
2019,773,677816,677816,208-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.93561,-37.82166,"-37.82166, 144.93561"
2019,773,677819,677819,214-0 River Esplanade DOCKLANDS 3008,Docklands,Residential,2,144.9354,-37.82162,"-37.82162, 144.9354"
2019,773,677825,677825,84-0 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93556,-37.82189,"-37.82189, 144.93556"
2019,773,677826,677826,86-0 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93545,-37.82187,"-37.82187, 144.93545"
2019,773,677829,677829,92-0 South Wharf Drive DOCKLANDS 3008,Docklands,Residential,2,144.93513,-37.82179,"-37.82179, 144.93513"
2019,774,600430,600430,824 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,6,144.93145,-37.82265,"-37.82265, 144.93145"
2019,775,110525,110525,850-868 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,251,144.93468,-37.82304,"-37.82304, 144.93468"
2019,775,600456,600456,Lorimer Place 874-886 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,170,144.93619,-37.82373,"-37.82373, 144.93619"
2019,775,600456,600456,Lorimer Place 874-886 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,27,144.93619,-37.82373,"-37.82373, 144.93619"
2019,775,600456,600456,Lorimer Place 874-886 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,4,144.93619,-37.82373,"-37.82373, 144.93619"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,22,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,5,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,6,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,110556,110556,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,4,144.93297,-37.8247,"-37.8247, 144.93297"
2019,778,564808,564808,Citilink Industrial Estate 329-349 Ingles Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,229,144.9347,-37.82496,"-37.82496, 144.9347"
2019,778,564808,564808,Citilink Industrial Estate 329-349 Ingles Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,16,144.9347,-37.82496,"-37.82496, 144.9347"
2019,779,110549,110549,102-106 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,15,144.92794,-37.82432,"-37.82432, 144.92794"
2019,779,110587,110587,2-46 Douglas Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,40,144.9257,-37.82602,"-37.82602, 144.9257"
2019,780,110590,110590,158-222 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,200,144.92344,-37.82574,"-37.82574, 144.92344"
2019,781,110516,110516,704-744 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,80,144.92545,-37.82168,"-37.82168, 144.92545"
2019,781,110595,110595,240-270 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,15,144.92193,-37.82326,"-37.82326, 144.92193"
2019,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,23,144.92887,-37.82258,"-37.82258, 144.92887"
2019,782,110519,110519,768-798 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.92887,-37.82258,"-37.82258, 144.92887"
2019,782,110520,110520,800-810 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,16,144.93011,-37.82273,"-37.82273, 144.93011"
2019,783,537501,537501,641-713 Lorimer Street DOCKLANDS 3008,Docklands,Private,5,144.92238,-37.82047,"-37.82047, 144.92238"
2019,784,110512,110597,622 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,18,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110513,110597,624 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110514,110597,626 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,19,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110559,110597,4 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,30,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110560,110597,1 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,1,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110573,110597,4 Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,6,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,110643,110597,5 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,Private,4,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,588937,110597,3-3A Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,6,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,589078,110597,1 Westside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,8,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,589079,110597,37 Bayside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,589080,110597,39 Bayside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,589081,110597,45 Bayside Avenue PORT MELBOURNE VIC 3207,Port Melbourne,Private,8,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,599857,110597,610-616 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,10,144.91884,-37.82228,"-37.82228, 144.91884"
2019,784,599857,110597,610-616 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,5,144.91884,-37.82228,"-37.82228, 144.91884"
2019,785,110506,110506,(32 South Wharf) 469-591 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,9,144.91363,-37.82148,"-37.82148, 144.91363"
2019,785,627840,627840,Port Education Centre 339-343 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,15,144.90901,-37.82283,"-37.82283, 144.90901"
2019,785,627850,627850,(31 South Wharf) 593-611 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,6,144.91681,-37.82086,"-37.82086, 144.91681"
2019,786,110508,110508,502-550 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,600,144.91314,-37.82394,"-37.82394, 144.91314"
2019,786,110575,110575,Melbourne International Karting Complex 1-31 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,350,144.91338,-37.8309,"-37.8309, 144.91338"
2019,786,110588,110588,157-171 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,14,144.92123,-37.82732,"-37.82732, 144.92123"
2019,786,602743,110589,173 Salmon Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,25,144.92087,-37.82606,"-37.82606, 144.92087"
2019,786,650393,650393,552-578 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,50,144.91534,-37.82272,"-37.82272, 144.91534"
2019,786,650394,650394,580-600 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,191,144.91638,-37.82255,"-37.82255, 144.91638"
2019,786,692421,692421,130-188 Todd Road PORT MELBOURNE VIC 3207,Port Melbourne,Private,446,144.91331,-37.82751,"-37.82751, 144.91331"
2019,787,110638,110638,1 West Gate Freeway PORT MELBOURNE VIC 3207,Port Melbourne,Private,9,144.91938,-37.82901,"-37.82901, 144.91938"
2019,787,110638,110638,1 West Gate Freeway PORT MELBOURNE VIC 3207,Port Melbourne,Private,37,144.91938,-37.82901,"-37.82901, 144.91938"
2019,787,640574,640574,40-44 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,7,144.91626,-37.83056,"-37.83056, 144.91626"
2019,787,640578,640578,28-30 Cook Street PORT MELBOURNE VIC 3207,Port Melbourne,Private,18,144.91515,-37.83136,"-37.83136, 144.91515"
2019,790,559302,559302,187 Todd Road PORT MELBOURNE VIC 3207,Port Melbourne,Private,280,144.91057,-37.82639,"-37.82639, 144.91057"
2019,790,573349,570826,"Building 1, 46 Wirraway Drive PORT MELBOURNE VIC 3207",Port Melbourne,Private,48,144.90796,-37.82684,"-37.82684, 144.90796"
